query_img,gallery_img,query_identity,gallery_identity,is_same_ground_truth,lightglue_matches
CzechLynx/foe_bohemia/lynx_004/20489_lynx_004.jpg,CzechLynx/foe_bohemia/lynx_043/24579_lynx_043.jpg,lynx_004,lynx_043,False,9
CzechLynx/foe_bohemia/lynx_004/20489_lynx_004.jpg,CzechLynx/snpa/lynx_052/28214_lynx_052.jpg,lynx_004,lynx_052,False,12
CzechLynx/foe_bohemia/lynx_004/20489_lynx_004.jpg,CzechLynx/snpa/lynx_053/25257_lynx_053.jpg,lynx_004,lynx_053,False,2
CzechLynx/foe_bohemia/lynx_004/20489_lynx_004.jpg,CzechLynx/snpa/lynx_056/26670_lynx_056.jpg,lynx_004,lynx_056,False,2
CzechLynx/foe_bohemia/lynx_004/20489_lynx_004.jpg,CzechLynx/snpa/lynx_078/38252_lynx_078.jpg,lynx_004,lynx_078,False,23
CzechLynx/foe_bohemia/lynx_004/20489_lynx_004.jpg,CzechLynx/foe_bohemia/lynx_106/21608_lynx_106.jpg,lynx_004,lynx_106,False,16
CzechLynx/foe_bohemia/lynx_004/20489_lynx_004.jpg,CzechLynx/snpa/lynx_128/39105_lynx_128.jpg,lynx_004,lynx_128,False,17
CzechLynx/foe_bohemia/lynx_004/20489_lynx_004.jpg,CzechLynx/foe_bohemia/lynx_139/18412_lynx_139.jpg,lynx_004,lynx_139,False,8
CzechLynx/foe_bohemia/lynx_004/20489_lynx_004.jpg,CzechLynx/foe_bohemia/lynx_152/24331_lynx_152.jpg,lynx_004,lynx_152,False,3
CzechLynx/foe_bohemia/lynx_004/20489_lynx_004.jpg,CzechLynx/foe_bohemia/lynx_159/20831_lynx_159.jpg,lynx_004,lynx_159,False,12
CzechLynx/foe_bohemia/lynx_004/20489_lynx_004.jpg,CzechLynx/snpa/lynx_162/25024_lynx_162.jpg,lynx_004,lynx_162,False,10
CzechLynx/foe_bohemia/lynx_004/20489_lynx_004.jpg,CzechLynx/snpa/lynx_168/25784_lynx_168.jpg,lynx_004,lynx_168,False,14
CzechLynx/foe_bohemia/lynx_004/20489_lynx_004.jpg,CzechLynx/foe_bohemia/lynx_178/23216_lynx_178.jpg,lynx_004,lynx_178,False,38
CzechLynx/foe_bohemia/lynx_004/20489_lynx_004.jpg,CzechLynx/foe_bohemia/lynx_186/20568_lynx_186.jpg,lynx_004,lynx_186,False,3
CzechLynx/foe_bohemia/lynx_004/20489_lynx_004.jpg,CzechLynx/snpa/lynx_205/36281_lynx_205.jpg,lynx_004,lynx_205,False,30
CzechLynx/foe_bohemia/lynx_004/20490_lynx_004.jpg,CzechLynx/foe_bohemia/lynx_004/20506_lynx_004.jpg,lynx_004,lynx_004,True,21
CzechLynx/foe_bohemia/lynx_004/20490_lynx_004.jpg,CzechLynx/foe_bohemia/lynx_008/21467_lynx_008.jpg,lynx_004,lynx_008,False,17
CzechLynx/foe_bohemia/lynx_004/20490_lynx_004.jpg,CzechLynx/snpa/lynx_013/33990_lynx_013.jpg,lynx_004,lynx_013,False,14
CzechLynx/foe_bohemia/lynx_004/20490_lynx_004.jpg,CzechLynx/snpa/lynx_018/35849_lynx_018.jpg,lynx_004,lynx_018,False,30
CzechLynx/foe_bohemia/lynx_004/20490_lynx_004.jpg,CzechLynx/snpa/lynx_022/39651_lynx_022.jpg,lynx_004,lynx_022,False,24
CzechLynx/foe_bohemia/lynx_004/20490_lynx_004.jpg,CzechLynx/snpa/lynx_034/32101_lynx_034.jpg,lynx_004,lynx_034,False,11
CzechLynx/foe_bohemia/lynx_004/20490_lynx_004.jpg,CzechLynx/snpa/lynx_036/38762_lynx_036.jpg,lynx_004,lynx_036,False,28
CzechLynx/foe_bohemia/lynx_004/20490_lynx_004.jpg,CzechLynx/foe_bohemia/lynx_043/24579_lynx_043.jpg,lynx_004,lynx_043,False,15
CzechLynx/foe_bohemia/lynx_004/20490_lynx_004.jpg,CzechLynx/snpa/lynx_052/28214_lynx_052.jpg,lynx_004,lynx_052,False,4
CzechLynx/foe_bohemia/lynx_004/20490_lynx_004.jpg,CzechLynx/snpa/lynx_053/25257_lynx_053.jpg,lynx_004,lynx_053,False,12
CzechLynx/foe_bohemia/lynx_004/20490_lynx_004.jpg,CzechLynx/snpa/lynx_056/26670_lynx_056.jpg,lynx_004,lynx_056,False,15
CzechLynx/foe_bohemia/lynx_004/20490_lynx_004.jpg,CzechLynx/snpa/lynx_078/38252_lynx_078.jpg,lynx_004,lynx_078,False,20
CzechLynx/foe_bohemia/lynx_004/20490_lynx_004.jpg,CzechLynx/foe_bohemia/lynx_106/21608_lynx_106.jpg,lynx_004,lynx_106,False,14
CzechLynx/foe_bohemia/lynx_004/20490_lynx_004.jpg,CzechLynx/snpa/lynx_128/39105_lynx_128.jpg,lynx_004,lynx_128,False,14
CzechLynx/foe_bohemia/lynx_004/20490_lynx_004.jpg,CzechLynx/foe_bohemia/lynx_139/18412_lynx_139.jpg,lynx_004,lynx_139,False,16
CzechLynx/foe_bohemia/lynx_004/20490_lynx_004.jpg,CzechLynx/foe_bohemia/lynx_152/24331_lynx_152.jpg,lynx_004,lynx_152,False,3
CzechLynx/foe_bohemia/lynx_004/20490_lynx_004.jpg,CzechLynx/foe_bohemia/lynx_159/20831_lynx_159.jpg,lynx_004,lynx_159,False,18
CzechLynx/foe_bohemia/lynx_004/20490_lynx_004.jpg,CzechLynx/snpa/lynx_162/25024_lynx_162.jpg,lynx_004,lynx_162,False,23
CzechLynx/foe_bohemia/lynx_004/20490_lynx_004.jpg,CzechLynx/snpa/lynx_168/25784_lynx_168.jpg,lynx_004,lynx_168,False,8
CzechLynx/foe_bohemia/lynx_004/20490_lynx_004.jpg,CzechLynx/foe_bohemia/lynx_178/23216_lynx_178.jpg,lynx_004,lynx_178,False,28
CzechLynx/foe_bohemia/lynx_004/20490_lynx_004.jpg,CzechLynx/foe_bohemia/lynx_186/20568_lynx_186.jpg,lynx_004,lynx_186,False,7
CzechLynx/foe_bohemia/lynx_004/20490_lynx_004.jpg,CzechLynx/snpa/lynx_205/36281_lynx_205.jpg,lynx_004,lynx_205,False,18
CzechLynx/foe_bohemia/lynx_004/20491_lynx_004.jpg,CzechLynx/foe_bohemia/lynx_004/20506_lynx_004.jpg,lynx_004,lynx_004,True,24
CzechLynx/foe_bohemia/lynx_004/20491_lynx_004.jpg,CzechLynx/foe_bohemia/lynx_008/21467_lynx_008.jpg,lynx_004,lynx_008,False,28
CzechLynx/foe_bohemia/lynx_004/20491_lynx_004.jpg,CzechLynx/snpa/lynx_013/33990_lynx_013.jpg,lynx_004,lynx_013,False,33
CzechLynx/foe_bohemia/lynx_004/20491_lynx_004.jpg,CzechLynx/snpa/lynx_018/35849_lynx_018.jpg,lynx_004,lynx_018,False,31
CzechLynx/foe_bohemia/lynx_004/20491_lynx_004.jpg,CzechLynx/snpa/lynx_022/39651_lynx_022.jpg,lynx_004,lynx_022,False,14
CzechLynx/foe_bohemia/lynx_004/20491_lynx_004.jpg,CzechLynx/snpa/lynx_034/32101_lynx_034.jpg,lynx_004,lynx_034,False,19
CzechLynx/foe_bohemia/lynx_004/20491_lynx_004.jpg,CzechLynx/snpa/lynx_036/38762_lynx_036.jpg,lynx_004,lynx_036,False,16
CzechLynx/foe_bohemia/lynx_004/20491_lynx_004.jpg,CzechLynx/foe_bohemia/lynx_043/24579_lynx_043.jpg,lynx_004,lynx_043,False,21
CzechLynx/foe_bohemia/lynx_004/20491_lynx_004.jpg,CzechLynx/snpa/lynx_052/28214_lynx_052.jpg,lynx_004,lynx_052,False,18
CzechLynx/foe_bohemia/lynx_004/20491_lynx_004.jpg,CzechLynx/snpa/lynx_053/25257_lynx_053.jpg,lynx_004,lynx_053,False,9
CzechLynx/foe_bohemia/lynx_004/20491_lynx_004.jpg,CzechLynx/snpa/lynx_056/26670_lynx_056.jpg,lynx_004,lynx_056,False,5
CzechLynx/foe_bohemia/lynx_004/20491_lynx_004.jpg,CzechLynx/snpa/lynx_078/38252_lynx_078.jpg,lynx_004,lynx_078,False,9
CzechLynx/foe_bohemia/lynx_004/20491_lynx_004.jpg,CzechLynx/foe_bohemia/lynx_106/21608_lynx_106.jpg,lynx_004,lynx_106,False,15
CzechLynx/foe_bohemia/lynx_004/20491_lynx_004.jpg,CzechLynx/snpa/lynx_128/39105_lynx_128.jpg,lynx_004,lynx_128,False,17
CzechLynx/foe_bohemia/lynx_004/20491_lynx_004.jpg,CzechLynx/foe_bohemia/lynx_139/18412_lynx_139.jpg,lynx_004,lynx_139,False,7
CzechLynx/foe_bohemia/lynx_004/20491_lynx_004.jpg,CzechLynx/foe_bohemia/lynx_152/24331_lynx_152.jpg,lynx_004,lynx_152,False,0
